1000 0.002446
2000 0.008488
3000 0.014714
4000 0.024314
5000 0.036443
6000 0.052273
7000 0.070458
8000 0.091821
9000 0.1131
10000 0.137459
11000 0.166853
12000 0.200111
13000 0.230198
14000 0.265339
15000 0.308116
16000 0.346133
17000 0.395776
18000 0.466328
19000 0.494817
20000 0.557473
